NERs,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01
Bill Gates,7.82787618536409e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy,0.0001230094829128644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015380313199105095,
Bio Security,0.0001118268026480585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloody Grump,0.00015655752370728198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloomington,0.00010623546251565558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blunt,0.00010623546251565558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Jo,0.00010623546251565558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoJo,0.0001118268026480585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob,0.0001118268026480585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Border Force,0.0001118268026480585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boris,0.00022365360529611716,,,,,,,,,,,0.0015021250758955652,,,,,0.0003688222276862553,,,,,,0.00015023415806705623,,,,,,,,,,,,
Boris Johnson,0.0004473072105922345,,,,,,,,,0.0008322450129318071,0.0008706000250532381,0.00156891317547055,0.0005106532840288773,,,0.00023128986706919216,0.00032784198016556026,,,,,,0.00019167806374072692,,,,,,,,,,,,
Boris Vs Trump,0.0004473072105922345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BorisJohnson,0.00038021112900339925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston,0.00020128824476650542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BradHazzard,0.00014537484344247608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandis,9.169797817140791e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,4.696725711218443e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakfastNews,5.255859724458736e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Murphy,7.268742172123793e-05,,,,,,,,0.001340650528742545,0.00023046784973496201,,,,,,,,,,,,,,,,,,,,,,,,0.00022371364653243797,
Brett Sutton,0.00011741814278046142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bribie Island Research Centre,0.00012300948291286433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane,0.0004830917874396134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrisbaneAirport,0.00044954374664519576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Bradbury,0.00044954374664519576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brussels,0.0004584898908570405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budgewoi,0.0004584898908570405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buhari,0.003265342637323315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullrush Park Warnpangga,0.0028963141885847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings,0.0028963141885847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Ashfield,0.00010064412238325268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of AU Assembly,0.00010064412238325268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buses,0.0001341921631776703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANADA,0.0001677402039720879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBD,0.0001677402039720879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCP,0.0005591340132402933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDC,0.0006340579710144926,0.0007791471879869671,,,,,,,,,,,,,,,,,,,0.0005976155894456548,,,0.0013124575381384717,,,,,,,,,,,
CEOWomensSafety,0.0006228752907496866,,0.0029481032887543127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFR,0.00020911612095186955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA,0.0007380568974771871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHO,0.0007380568974771871,,,,,,,,,,,,,,,,,,,,,,,,0.0006416426050689765,,,,,,,,,,
CIA,0.0007604222580067988,,,,,,,,,,,,,,,,,,,,,,,,0.0005988664313977114,,,,,,,,,,
CNN,0.00011182680264805846,,,,,,,,,,,,,,,,,,,,,,,,0.0001069404341781627,,,,,,,,,,
CORONAVIRUS,0.00015655752370728195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19,0.0008051529790660223,,,,,,,,,,,,,,,,,,,,,,,0.0009161468305437173,,,0.0006335988414192614,,,,,,,,
COVID19,0.0009695383789586686,0.0009101855786938663,,,,,,,,,,,,,,,,,,,,,,0.0009933502151400978,,,0.0008045699573577922,,,,,0.0008539906753450579,,,
CPotterSoprano,0.0009158615136876004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSIRO,0.0002504920379316512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTO,8.610663803900491e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
